title,authors,journal,year,doi,pubmed_id,ifc_url,has_abstract,text_length,index,umap_x,umap_y,id
Fraping: A computational tool for detecting slight differences in fluorescence recovery after photobleaching (<scp>FRAP)</scp> data for actin polymerization analysis,"Medina?Ruíz, G. I., Medina?Ruiz, A. I., & Morán, J.",Microscopy Research and Technique,2024,10.1002/jemt.24533,38425281,https://www.ifc.unam.mx/publicacion.php?scopus=85187143903,True,1727,394,6.3412404,1.4640027,pub_394_9f14e9ee
Analysis of cholesterol-recognition motifs of the plasma membrane Ca2+-ATPase,"Delgado-Coello, B., Luna-Reyes, I., Méndez-Acevedo, K. M., Bravo-Martínez, J., Montalvan-Sorrosa, D., & Mas-Oliva, J.",Journal of Bioenergetics and Biomembranes,2024,10.1007/s10863-024-10010-5,38436904,https://www.ifc.unam.mx/publicacion.php?scopus=85186612460,True,1866,395,3.659811,4.4759555,pub_395_766e714a
"The mitochondrial respiratory chain from Rhodotorula mucilaginosa, an extremophile yeast","Castañeda-Tamez, P., Chiquete-Félix, N., Uribe-Carvajal, S., & Cabrera-Orefice, A.","Biochimica et Biophysica Acta (BBA) - Bioenergetics, 1865(2), 149035",2024,10.1016/j.bbabio.2024.149035,38360260,https://www.ifc.unam.mx/publicacion.php?scopus=85186396959,True,1048,396,1.9851441,4.0382833,pub_396_1929c4a9
Common evolutionary origins of the bacterial glycyl <scp>tRNA</scp> synthetase and alanyl <scp>tRNA</scp> synthetase,"Alvarez?Carreño, C., Arciniega, M., Ribas de Pouplana, L., Petrov, A. S., Hernández?González, A., Dimas?Torres, J., Valencia?Sánchez, M. I., Williams, L. D., & Torres?Larios, A.","Protein Science, 33(3)",2024,10.1002/pro.4844,38009704,https://www.ifc.unam.mx/publicacion.php?scopus=85186237060,True,1717,397,1.0442367,2.3990028,pub_397_4b4b391b
NMDA receptor-mediated Ca2+ signaling: Impact on cell cycle regulation and the development of neurodegenerative diseases and cancer,"González-Cota, A. L., Martínez-Flores, D., Rosendo-Pineda, M. J., & Vaca, L.","Cell Calcium, 119, 102856",2024,10.1016/j.ceca.2024.102856,38408411,https://www.ifc.unam.mx/publicacion.php?scopus=85186225719,True,1791,398,5.9536166,3.3785057,pub_398_256471e9
Comparative genomic analysis of uropathogenic Escherichia coli strains from women with recurrent urinary tract infection,"Flores-Oropeza, M. A., Ochoa, S. A., Cruz-Córdova, A., Chavez-Tepecano, R., Martínez-Peñafiel, E., Rembao-Bojórquez, D., Zavala-Vega, S., Hernández-Castro, R., Flores-Encarnacion, M., Arellano-Galindo, J., Vélez, D., & Xicohtencatl-Cortes, J.","Frontiers in Microbiology, 14",2024,10.3389/fmicb.2023.1340427,38328583,https://www.ifc.unam.mx/publicacion.php?scopus=85184425848,True,300,399,1.1414641,1.6733541,pub_399_d3aeb3cb
Membrane fusion and fission during eukaryogenesis,"Romero, H., Aguilar, P. S., Graña, M., Langleib, M., Gudiño, V., & Podbilewicz, B.","Current Opinion in Cell Biology, 86, 102321",2024,10.1016/j.ceb.2023.102321,38219525,https://www.ifc.unam.mx/publicacion.php?scopus=85182550632,True,938,400,1.3943503,3.884954,pub_400_856af196
TET Enzymes and 5hmC Levels in Carcinogenesis and Progression of Breast Cancer: Potential Therapeutic Targets,"Salmerón-Bárcenas, E. G., Zacapala-Gómez, A. E., Torres-Rojas, F. I., Antonio-Véjar, V., Ávila-López, P. A., Baños-Hernández, C. J., Núñez-Martínez, H. N., Dircio-Maldonado, R., Martínez-Carrillo, D. N., Ortiz-Ortiz, J., & Jiménez-Wences, H.","International Journal of Molecular Sciences, 25(1), 272",2023,10.3390/ijms25010272,38203443,https://www.ifc.unam.mx/publicacion.php?scopus=85182095095,True,1641,401,4.266112,2.0958643,pub_401_bac0cbd4
"Neo-functionalization in
            Saccharomyces cerevisiae
           ?: a novel Nrg1-Rtg3 chimeric transcriptional modulator is essential to maintain mitochondrial DNA integrity","Campero-Basaldua, C., González, J., García, J. A., Ramírez, E., Hernández, H., Aguirre, B., Torres-Ramírez, N., Márquez, D., Sánchez, N. S., Gómez-Hernández, N., Torres-Machorro, A. L., Riego-Ruiz, L., Scazzocchio, C., & González, A.","Royal Society Open Science, 10(11)",2023,10.1098/rsos.231209,37920568,https://www.ifc.unam.mx/publicacion.php?scopus=85181672813,True,1626,402,2.3303056,4.0728583,pub_402_83678d13
Permeant cations modulate pore dynamics and gating of TRPV1 ion channels,"García-Ávila, M., Tello-Marmolejo, J., Rosenbaum, T., & Islas, L. D.","Journal of General Physiology, 156(1)",2023,10.1085/jgp.202313422,38055192,https://www.ifc.unam.mx/publicacion.php?scopus=85178850285,True,1210,403,4.1549025,6.915439,pub_403_9e3e32a0
